Specified Values,Specified Attribute Names,productivity_class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count 
"2026.0, 3.0, [3.5749999999999993,22.425], 1.0, 6.0, [-6033.33,6145.33], [1997.32,2012.68], [8.05,33.95], 1.0, [29.25545,61.664550000000006], [1.2999999999999998,4.7], 2.0, [0.9699999999999998,13.030000000000001], [7.930899999999994,51.969100000000005], [-2.1875152518205283,14.474400000000001], [71.69,94.31], [51.82,70.18], [10.838499999999996,68.4815], [5.671749999999999,7.68825], [22.233000000000004,52.107], [-302.475,312.475], [-443.09999999999997,449.09999999999997], [-638.655,644.655], [7.179299999999999,20.9007], [9.449300000000001,15.4707], [3.8072,7.472799999999999], 2.0","survey_year, quarter, country, region, industry, num_employees, company_founding_year, company_age, company_age_group, ai_adoption_rate, years_using_ai, num_ai_tools_used, ai_projects_active, ai_training_hours, ai_budget_percentage, regulatory_compliance_score, ai_risk_management_score, remote_work_percentage, employee_satisfaction_score, task_automation_rate, jobs_displaced, jobs_created, reskilled_employees, revenue_growth_percent, cost_reduction_percent, customer_satisfaction, data_collection_method",2.0,0.1,1.0,1,2.5,4938,4938,0.675,0.0012141682847396338,0,0
"[14.72,33.28], 2.0, 2.0, [-4600.1050000000005,4632.1050000000005], [0.21500000000000002,0.677], [22.932450000000003,35.08755], [128366.57799999998,555971.162], [77.01,94.99], [37.506,80.494], [7.62355,33.01645], [-596.38,598.38], [5.452500000000001,14.307500000000001], [46.92,75.08]","country, region, company_size, num_employees, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, regulatory_compliance_score, remote_work_percentage, task_automation_rate, jobs_displaced, cost_reduction_percent, innovation_score",1.0,0.1,1.0,1,2.0,4939,4939,0.325,0.0009713346277917071,0,0
"[14.72,33.28], 2.0, 2.0, [-4600.1050000000005,4632.1050000000005], 2.0, 2.0, [0.21500000000000002,0.677], [22.932450000000003,35.08755], [128366.57799999998,555971.162], [77.01,94.99], [37.506,80.494], [7.62355,33.01645], [5.452500000000001,14.307500000000001], [46.92,75.08]","country, region, company_size, num_employees, company_age_group, num_ai_tools_used, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, regulatory_compliance_score, remote_work_percentage, task_automation_rate, cost_reduction_percent, innovation_score",1.0,0.1,1.0,1,2.0,4939,4939,0.35,0.0009713346277917071,0,0
"3.0, 5.0, 0.0, [1986.2051222607138,2000.88], 4.0, [-0.6205000000000016,26.420500000000004], [0.018099999999999977,0.27990000000000004], [-206105.61200000002,221498.972], [65.17,80.83], 0.0, [11.5765,61.40350000000001], [2.130749999999999,10.70925], [-482.27500000000003,484.27500000000003], [-536.8950000000001,536.8950000000001], [-1.1756000000000002,11.575600000000001], [40.54,59.46], [2.9052,6.2548], 2.0, 2.0","quarter, region, industry, company_founding_year, ai_primary_tool, ai_training_hours, ai_maturity_score, ai_investment_per_employee, regulatory_compliance_score, ai_ethics_committee, remote_work_percentage, time_saved_per_week, jobs_created, reskilled_employees, cost_reduction_percent, innovation_score, customer_satisfaction, survey_source, data_collection_method",0.0,0.1,1.0,1,2.0,4940,4940,0.475,0.0009713346277917071,0,0
"5.0, 0.0, [1987.12,2000.88], 4.0, [-0.6205000000000016,26.420500000000004], [0.018099999999999977,0.27990000000000004], [-206105.61200000002,221498.972], [65.17,80.83], 0.0, [11.5765,61.40350000000001], [2.130749999999999,10.70925], [-536.8950000000001,536.8950000000001], [-1.1756000000000002,11.575600000000001], [40.54,59.46], [2.9052,6.2548], 2.0","region, industry, company_founding_year, ai_primary_tool, ai_training_hours, ai_maturity_score, ai_investment_per_employee, regulatory_compliance_score, ai_ethics_committee, remote_work_percentage, time_saved_per_week, reskilled_employees, cost_reduction_percent, innovation_score, customer_satisfaction, data_collection_method",0.0,0.1,1.0,1,2.0,4940,4940,0.4,0.0009713346277917071,0,0
"0.0, 1.0, [-5279.6849999999995,6309.6849999999995], [3.1499999999999995,8.850000000000001], 0.0, 7.0, [3.66,8.34], [-205406.95160000003,292169.2916], 0.0, [3.7934999999999994,7.826499999999999], [13.307749999999999,40.69225], [5.6005,11.319500000000001], [-344.755,410.755], [-347.755,411.755], [41.38,72.62], 2.0","industry, company_size, num_employees, years_using_ai, ai_primary_tool, ai_use_case, ai_projects_active, ai_investment_per_employee, ai_ethics_committee, employee_satisfaction_score, task_automation_rate, time_saved_per_week, jobs_displaced, reskilled_employees, innovation_score, data_collection_method",2.0,0.1,1.0,1,1.6,4941,4941,0.4,0.0007770677022333657,0,0
"1.0, [-5279.6849999999995,6309.6849999999995], [3.1499999999999995,8.850000000000001], 0.0, [3.66,8.34], [0.0988,0.6532], [-205406.95160000003,292169.2916], 0.0, [3.7934999999999994,7.826499999999999], [-344.755,410.755], [-347.755,411.755], 2.0","company_size, num_employees, years_using_ai, ai_primary_tool, ai_projects_active, ai_maturity_score, ai_investment_per_employee, ai_ethics_committee, employee_satisfaction_score, jobs_displaced, reskilled_employees, data_collection_method",0,0.1,1.0,1,1.6,4941,4941,0.3,0.0007770677022333657,0,0
"1.0, [-3313.5711500000007,3378.8511500000004], [-0.22499999999999964,16.225], [9.900249999999998,36.27975], 3.0, [-1.4500000000000002,5.45], 0.0, 5.0, [-27.4273,27.4273], [0.07319999999999999,0.2888], [27.5364,40.083600000000004], [-245893.3368,313879.93679999997], 0.0, 0.0, [3.1104999999999983,49.0295], [-0.019600000000000506,23.8796], [1.6089999999999995,8.231], [-490.96000000000004,492.96000000000004], [-2.6182500000000006,13.89825], [3.1848,7.7352]","quarter, annual_revenue_usd_millions, company_age, ai_adoption_rate, ai_adoption_stage, years_using_ai, ai_primary_tool, ai_use_case, ai_training_hours, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, data_privacy_level, ai_ethics_committee, remote_work_percentage, task_automation_rate, time_saved_per_week, jobs_displaced, revenue_growth_percent, customer_satisfaction",0.0,1.0,1.0,1,1.0,4942,4942,0.5,0.00048566731389585355,1,1
"4.0, [1984.92,1997.08], [28.0,42.0], [-6.422500000000001,31.262500000000003], 3.0, 2.0, [-5.49,5.49], [-0.08675000000000002,0.33675], [20.318599999999996,46.9814], [-218604.8668,341168.4068], [56.269999999999996,77.73], 2.0, [0.6189999999999998,65.101], [5.32625,7.233750000000001], [-5.837,24.037], [-448.035,448.035], [-192.31,194.31], [-613.465,617.465], [-8.1925,4.5125], [-4.51605,4.51605], [45.56,68.44], [3.9548000000000005,6.9252], 2.0, 2.0","industry, company_founding_year, company_age, ai_adoption_rate, ai_adoption_stage, num_ai_tools_used, ai_projects_active, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, regulatory_compliance_score, data_privacy_level, remote_work_percentage, employee_satisfaction_score, task_automation_rate, jobs_displaced, jobs_created, reskilled_employees, revenue_growth_percent, cost_reduction_percent, innovation_score, customer_satisfaction, survey_source, data_collection_method",0.0,1.0,1.0,1,1.0,4943,4943,0.6,0.00048566731389585355,1,1
"[-6.715,12.715], [-3075.88,3209.88], 3.0, 2.0, 2.0, [32.5336,54.1664], [0.3282,0.5438000000000001], [19.17665,29.76335], [-90137.00480000001,236397.40480000002], [39.019999999999996,74.98], [52.76,77.24], [21.498499999999996,59.6015], [5.9014999999999995,9.4985], [23.197249999999997,45.60275], [-338.615,346.615], [-318.375,336.375], [6.452349999999999,14.06765], 2.0","country, num_employees, company_age_group, ai_adoption_stage, num_ai_tools_used, ai_training_hours, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, regulatory_compliance_score, ai_risk_management_score, remote_work_percentage, employee_satisfaction_score, task_automation_rate, jobs_displaced, reskilled_employees, cost_reduction_percent, survey_source",1.0,0.1,1.0,1,1.3333333333333333,4944,4944,0.45,0.0006475564185278047,0,0
"[-6.715,12.715], 6.0, 2.0, 2.0, 2.0, [32.5336,54.1664], [0.3282,0.5438000000000001], [19.17665,29.76335], [-90137.00480000001,236397.40480000002], [39.019999999999996,74.98], [52.76,77.24], [21.498499999999996,59.6015], [23.197249999999997,45.60275], [-338.615,346.615], [-318.375,336.375], [6.452349999999999,14.06765], [56.78,79.22], 2.0","country, industry, ai_adoption_stage, num_ai_tools_used, ai_use_case, ai_training_hours, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, regulatory_compliance_score, ai_risk_management_score, remote_work_percentage, task_automation_rate, jobs_displaced, reskilled_employees, cost_reduction_percent, innovation_score, survey_source",1.0,0.1,1.0,1,1.3333333333333333,4944,4944,0.45,0.0006475564185278047,0,0
"0.0, [6.91,19.09], 1.0, 0.0, 0.0, [2471.8199999999997,12686.18], [28.74655,56.633449999999996], 0.0, 0.0, [7.59,16.41], [18.600899999999992,62.6391], [11.363299999999999,32.536699999999996], [-220053.83040000004,293071.6704], [71.66,98.34], 2.0, 1.0, [48.68,81.32], [4.495600000000003,40.3444], [1.1134999999999993,11.046500000000002], [-346.1650000000001,866.1650000000001], [112.125,483.875], [2.7535000000000003,8.0665], [47.34,70.66], [4.12,7.28]","quarter, country, region, industry, company_size, num_employees, ai_adoption_rate, ai_primary_tool, ai_use_case, ai_projects_active, ai_training_hours, ai_failure_rate, ai_investment_per_employee, regulatory_compliance_score, data_privacy_level, ai_ethics_committee, ai_risk_management_score, task_automation_rate, time_saved_per_week, jobs_displaced, jobs_created, cost_reduction_percent, innovation_score, customer_satisfaction",1.0,1.0,1.0,1,1.0,4945,4945,0.6,0.00048566731389585355,1,1
"2026.0, 1.0, [10.2,21.8], 1.0, [-1666.5214500000002,2428.8414500000003], [1.7000000000000002,14.3], 3.0, [2.75,5.25], [-12.7943,34.3343], [21.9007,47.779300000000006], [-65357.01880000002,338923.6788], [49.74,76.26], [24.189,49.591], [4.177199999999999,36.0428], [-446.53499999999997,460.53499999999997], [-727.32,739.32], [-1.4362000000000004,6.3562], 1.0","survey_year, quarter, country, company_size, annual_revenue_usd_millions, company_age, ai_adoption_stage, years_using_ai, ai_training_hours, ai_failure_rate, ai_investment_per_employee, ai_risk_management_score, remote_work_percentage, task_automation_rate, jobs_created, reskilled_employees, cost_reduction_percent, survey_source",2.0,1.0,1.0,1,1.0,4946,4946,0.45,0.00048566731389585355,1,1
"2026.0, [11.184999999999999,24.815], 1.0, [-2040.16525,2454.74525], 2.0, 2.0, 2.0, [4.029999999999999,9.97], [10.560099999999998,66.9599], [0.23819999999999997,0.7618], [2.8946500000000004,29.165350000000004], [-144930.63040000002,368194.8704], 2.0, [50.585,67.415], [5.43425,6.90575], [0.05799999999999983,7.282], [-321.83,345.83], [-505.45000000000005,535.45], [-911.745,947.745], [5.897000000000001,16.523], [36.82,67.18], 0.0, 2.0","survey_year, country, company_size, annual_revenue_usd_millions, ai_adoption_stage, num_ai_tools_used, ai_use_case, ai_projects_active, ai_training_hours, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, data_privacy_level, ai_risk_management_score, employee_satisfaction_score, time_saved_per_week, jobs_displaced, jobs_created, reskilled_employees, cost_reduction_percent, innovation_score, survey_source, data_collection_method",2.0,1.0,1.0,1,1.0,4947,4947,0.575,0.00048566731389585355,1,1
"2023.0, 3.0, 0.0, [-493.9049000000002,3701.3449], 1.0, 3.0, [2.55,7.45], 3.0, 3.0, [-0.7868000000000013,27.0268], [5.7892,16.3108], [24.6127,34.8073], 0.0, [48.33,65.67], [12.452499999999997,46.64750000000001], [4.000249999999999,6.77975], [13.12195,42.49805], [575.88,1138.12], [131.99,816.01], [839.485,1808.5149999999999], [49.44,70.56], 2.0","survey_year, quarter, company_size, annual_revenue_usd_millions, company_age_group, ai_adoption_stage, years_using_ai, ai_primary_tool, ai_use_case, ai_training_hours, ai_budget_percentage, ai_failure_rate, ai_ethics_committee, ai_risk_management_score, remote_work_percentage, employee_satisfaction_score, task_automation_rate, jobs_displaced, jobs_created, reskilled_employees, innovation_score, survey_source",2.0,1.0,1.0,1,1.0,4948,4948,0.55,0.00048566731389585355,1,1
"2.0, [1999.96,2022.04], 3.0, 2.0, [-253806.96920000002,274867.7892], [64.35,79.65], [3.7424999999999997,7.557500000000001], [-338.615,346.615], [5.349557392688947,7.9936]","company_size, company_founding_year, company_age_group, ai_adoption_stage, ai_investment_per_employee, ai_risk_management_score, employee_satisfaction_score, jobs_displaced, customer_satisfaction",2.0,1.0,1.0,1,5.0,4999,4949,0.225,0.0024283365694792677,1,1
"2026.0, 0.0, [19.17,34.83], 2.0, [33.6571,59.2829], 1.0, [25.3799,46.240100000000005], [4.557199999999999,19.4628], [15.290600000000001,26.2694], [-135261.69240000003,-121174.41328414404], [50.035,71.965], [28.943,69.977], [13.1183,36.0217], [4.394500000000001,13.7255], [-452.8950000000001,620.8950000000001], [-0.5002000000000004,10.6802], [57.64,74.36], 2.0","survey_year, quarter, country, region, ai_adoption_rate, ai_primary_tool, ai_training_hours, ai_budget_percentage, ai_failure_rate, ai_investment_per_employee, ai_risk_management_score, remote_work_percentage, task_automation_rate, time_saved_per_week, reskilled_employees, revenue_growth_percent, innovation_score, data_collection_method",1.0,0.1,1.0,1,1.2,4950,4950,0.45,0.0005828007766750243,0,0
"2026.0, 0.0, [19.17,34.83], [33.6571,59.2829], 1.0, 0.0, [25.3799,46.240100000000005], [4.557199999999999,19.4628], [15.290600000000001,26.2694], [-135261.69240000003,222371.2324], [50.035,71.965], [28.943,69.977], [13.1183,36.0217], [4.394500000000001,13.7255], [-452.8950000000001,620.8950000000001], [-0.5002000000000004,10.6802], [57.64,74.36], [2.4984,5.7216000000000005], 2.0","survey_year, quarter, country, ai_adoption_rate, ai_primary_tool, ai_use_case, ai_training_hours, ai_budget_percentage, ai_failure_rate, ai_investment_per_employee, ai_risk_management_score, remote_work_percentage, task_automation_rate, time_saved_per_week, reskilled_employees, revenue_growth_percent, innovation_score, customer_satisfaction, data_collection_method",1.0,0.1,1.0,1,1.2,4950,4950,0.475,0.0005828007766750243,0,0
"2026.0, [11.07,20.93], 1.0, [-1916.7280000000003,2078.7480000000005], [1988.88,2007.12], 1.0, [-11.271,33.951], 3.0, 7.0, [0.10279999999999845,34.0972], [-0.1084,0.3844], [21.347,44.873], [51.57,90.43], 0.0, [45.995,72.005], [28.3455,64.4945], [-2.84525,3.3252500000000005], [84.4059032975232,567.625], [-0.8696999999999999,7.7697], [-3.2702500000000003,6.47025], [49.38304881813359,60.120000000000005], 3.0","survey_year, country, company_size, annual_revenue_usd_millions, company_founding_year, company_age_group, ai_adoption_rate, ai_adoption_stage, ai_use_case, ai_training_hours, ai_maturity_score, ai_failure_rate, regulatory_compliance_score, ai_ethics_committee, ai_risk_management_score, remote_work_percentage, time_saved_per_week, jobs_created, revenue_growth_percent, cost_reduction_percent, innovation_score, survey_source",0.0,0.1,1.0,1,1.0,4951,4951,0.55,0.00048566731389585355,0,0
"2026.0, [11.07,20.93], 2.0, 1.0, [-5122.469999999999,6270.469999999999], [-1916.7280000000003,2078.7480000000005], [1988.88,2007.12], 1.0, [-11.271,33.951], 3.0, 7.0, [0.10279999999999845,34.0972], [-0.1084,0.3844], [21.347,44.873], [51.57,90.43], 0.0, [45.995,72.005], [4.32275,6.557250000000001], [-2.84525,3.3252500000000005], [-547.625,567.625], [-0.8696999999999999,7.7697], [-7.672955915508693,6.47025], [39.879999999999995,60.120000000000005], 3.0","survey_year, country, region, company_size, num_employees, annual_revenue_usd_millions, company_founding_year, company_age_group, ai_adoption_rate, ai_adoption_stage, ai_use_case, ai_training_hours, ai_maturity_score, ai_failure_rate, regulatory_compliance_score, ai_ethics_committee, ai_risk_management_score, employee_satisfaction_score, time_saved_per_week, jobs_created, revenue_growth_percent, cost_reduction_percent, innovation_score, survey_source",0.0,0.1,1.0,1,1.0,4951,4951,0.6,0.00048566731389585355,0,0
"2026.0, 1.0, [11.36,20.64], 1.0, [-5880.835000000001,7672.835000000001], [-2347.76905,2546.68905], [1996.56,2007.44], [2.0708,26.1892], 1.0, 3.0, [22.130017071959923,49.533500000000004], 0.0, [-2.2432500000000006,2.72325], [-442.1124794550899,307.475], [-807.985,841.985], [-4.167750000000002,9.80775], [50.32,69.68], 1.0, 2.0","survey_year, quarter, country, company_size, num_employees, annual_revenue_usd_millions, company_founding_year, ai_adoption_rate, num_ai_tools_used, ai_use_case, ai_failure_rate, ai_ethics_committee, time_saved_per_week, jobs_displaced, reskilled_employees, revenue_growth_percent, innovation_score, survey_source, data_collection_method",0.0,0.1,1.0,1,1.0,4952,4952,0.475,0.00048566731389585355,0,0
"2026.0, 1.0, [11.36,20.64], 1.0, [-5880.835000000001,7672.835000000001], [-2347.76905,2546.68905], [1996.56,2007.44], 1.0, 3.0, [3.5223999999999998,10.3176], [22.0865,49.533500000000004], 0.0, [-2.2432500000000006,2.72325], [-307.475,307.475], [-4.167750000000002,9.80775], [50.32,69.68], 1.0, 2.0","survey_year, quarter, country, company_size, num_employees, annual_revenue_usd_millions, company_founding_year, num_ai_tools_used, ai_use_case, ai_budget_percentage, ai_failure_rate, ai_ethics_committee, time_saved_per_week, jobs_displaced, revenue_growth_percent, innovation_score, survey_source, data_collection_method",0.0,0.1,1.0,1,1.0,4952,4952,0.45,0.00048566731389585355,0,0
"2024.0, 2.0, [-1.0899999999999999,11.09], 2.0, [-6862.050000000001,6888.050000000001], [-1294.0697,1302.9897], 0.0, 3.0, [6.507199999999997,49.772800000000004], [4.701199999999999,16.3188], [0.16834999999999997,0.54565], 0.0, 0.0, [51.78,74.22], [4.07825,6.42175], [-4.864899999999999,26.0049], [1.4602500000000003,10.33975], [-543.67,545.67], [-496.61,498.61], [52.74,67.26], 1.0","survey_year, quarter, country, company_size, num_employees, annual_revenue_usd_millions, company_age_group, ai_adoption_stage, ai_training_hours, ai_budget_percentage, ai_maturity_score, data_privacy_level, ai_ethics_committee, ai_risk_management_score, employee_satisfaction_score, task_automation_rate, time_saved_per_week, jobs_displaced, reskilled_employees, innovation_score, data_collection_method",1.0,0.1,1.0,1,2.25,4953,4953,0.525,0.0010927514562656705,0,0
"2024.0, 2.0, [8.861647993460773,11.09], 2.0, [-6862.050000000001,6888.050000000001], [-1294.0697,1302.9897], 3.0, [6.507199999999997,49.772800000000004], [4.701199999999999,16.3188], [0.16834999999999997,0.54565], 0.0, 0.0, [4.07825,6.42175], [-4.864899999999999,26.0049], [1.4602500000000003,10.33975], [-543.67,545.67], [-496.61,498.61], [52.74,67.26]","survey_year, quarter, country, company_size, num_employees, annual_revenue_usd_millions, ai_adoption_stage, ai_training_hours, ai_budget_percentage, ai_maturity_score, data_privacy_level, ai_ethics_committee, employee_satisfaction_score, task_automation_rate, time_saved_per_week, jobs_displaced, reskilled_employees, innovation_score",1.0,0.1,1.0,1,2.25,4953,4953,0.45,0.0010927514562656705,0,0
"2025.0, 0.0, 2.0, [-6273.695,8065.695], [2012.0,2020.0], [-0.09999999999999964,18.1], 3.0, [45.30135,74.48655234003164], [6.7,9.3], 0.0, 3.0, 2.0, [0.21800000000000003,0.6799999999999999], [70.88,87.12], 1.0, 1.0, [3.56025,6.33975], [-277.14,377.14], [47.8,74.2], [2.718799999999999,6.3212], 2.0","survey_year, quarter, region, num_employees, company_founding_year, company_age, company_age_group, ai_adoption_rate, years_using_ai, ai_primary_tool, num_ai_tools_used, ai_use_case, ai_maturity_score, regulatory_compliance_score, data_privacy_level, ai_ethics_committee, employee_satisfaction_score, jobs_created, innovation_score, customer_satisfaction, data_collection_method",2.0,0.1,1.0,1,3.0,4954,4954,0.525,0.0014570019416875607,0,0
"[-0.6399999999999997,8.64], 5.0, 1.0, [-3835.1050000000005,5397.1050000000005], [1995.92,2008.08], 1.0, 4.0, 4.0, 2.0, [10.973499999999994,53.4665], [0.28235,0.65965], [8.095649999999997,26.52435], 2.0, 1.0, [63.605000000000004,78.395], [17.4775,61.4425], [8.6085,15.531500000000001], [-356.04,482.04], [4.39685,13.78315], [43.42,60.58], [4.2324,8.0876]","country, region, company_size, num_employees, company_founding_year, company_age_group, ai_primary_tool, num_ai_tools_used, ai_use_case, ai_training_hours, ai_maturity_score, ai_failure_rate, data_privacy_level, ai_ethics_committee, ai_risk_management_score, remote_work_percentage, time_saved_per_week, reskilled_employees, cost_reduction_percent, innovation_score, customer_satisfaction",2.0,0.1,1.0,1,1.0,4955,4955,0.525,0.00048566731389585355,0,0
"[-0.6399999999999997,8.64], 1.0, [-3835.1050000000005,5397.1050000000005], [1995.92,2008.08], 2.0, 4.0, 4.0, 2.0, [10.973499999999994,53.4665], [0.28235,0.65965], [8.095649999999997,26.52435], [-111450.37400000001,160661.63400000002], 2.0, 1.0, [63.605000000000004,78.395], [8.6085,15.531500000000001], [-356.04,482.04], [4.39685,13.78315], [43.42,60.58]","country, company_size, num_employees, company_founding_year, ai_adoption_stage, ai_primary_tool, num_ai_tools_used, ai_use_case, ai_training_hours, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, data_privacy_level, ai_ethics_committee, ai_risk_management_score, time_saved_per_week, reskilled_employees, cost_reduction_percent, innovation_score",2.0,0.1,1.0,1,1.0,4955,4955,0.475,0.00048566731389585355,0,0
"2023.0, 3.0, 8.0, 2.0, [-7175.91,7359.91], 1.0, [1.0,7.0], 1.0, 3.0, [3.8499999999999996,10.15], [0.31560000000000005,0.8084], [-2.48165,26.14165], [-201084.5196,257618.5796], 2.0, [61.505,86.495], [5.2715000000000005,6.6885], [2.3050999999999995,33.174899999999994], [-389.055,399.055], [-337.565,369.565], [4.41815,12.74185], 3.0, 0.0","survey_year, quarter, industry, company_size, num_employees, company_age_group, years_using_ai, ai_primary_tool, num_ai_tools_used, ai_projects_active, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, data_privacy_level, ai_risk_management_score, employee_satisfaction_score, task_automation_rate, jobs_created, reskilled_employees, cost_reduction_percent, survey_source, data_collection_method",2.0,0.1,1.0,1,1.0,4956,4956,0.55,0.00048566731389585355,0,0
"2023.0, 3.0, 8.0, 2.0, [-7175.91,7359.91], 1.0, [46.51655,74.40345], 2.0, [1.0,7.0], 1.0, 3.0, [3.8499999999999996,10.15], [0.31560000000000005,0.8084], [-2.48165,26.14165], [-201084.5196,257618.5796], [61.505,86.495], [5.2715000000000005,6.6885], [2.3050999999999995,33.174899999999994], [-389.055,399.055], [-337.565,369.565], [4.41815,12.74185], [55.4,68.6], 3.0","survey_year, quarter, industry, company_size, num_employees, company_age_group, ai_adoption_rate, ai_adoption_stage, years_using_ai, ai_primary_tool, num_ai_tools_used, ai_projects_active, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, ai_risk_management_score, employee_satisfaction_score, task_automation_rate, jobs_created, reskilled_employees, cost_reduction_percent, innovation_score, survey_source",2.0,0.1,1.0,1,1.0,4956,4956,0.575,0.00048566731389585355,0,0
"2026.0, 0.0, [18.865000000000002,37.135], 1.0, [2003.68,2012.32], [6.449999999999999,29.55], 1.0, [27.240249999999996,53.61975], [0.5499999999999998,5.45], 2.0, [36.388000000000005,67.292], [7.347999999999999,23.032], [-91029.9012,282152.28119999997], 0.0, 1.0, [39.445,70.555], [9.036999999999999,65.703], [4.894499999999999,6.9655000000000005], [-337.185,383.185], [-772.89,850.89], [38.32,57.68], [4.458799999999999,8.0612], 1.0, 2.0","survey_year, quarter, country, company_size, company_founding_year, company_age, company_age_group, ai_adoption_rate, years_using_ai, num_ai_tools_used, ai_training_hours, ai_failure_rate, ai_investment_per_employee, data_privacy_level, ai_ethics_committee, ai_risk_management_score, remote_work_percentage, employee_satisfaction_score, jobs_displaced, reskilled_employees, innovation_score, customer_satisfaction, survey_source, data_collection_method",2.0,1.0,1.0,1,1.0,4957,4957,0.6,0.00048566731389585355,1,1
"2026.0, 2.0, 3.0, [-6715.835000000001,6837.835000000001], [2000.0,2016.0], 2.0, [7.75,10.25], [4.88,17.12], [1.3152,15.1248], [21.21725,42.78275], [62.43,81.57], 2.0, 0.0, [3.5279999999999996,7.452000000000001], [1.043499999999999,10.976500000000001], [-468.41999999999996,474.41999999999996], [3.87735,12.26265], [1.2110499999999993,9.888950000000001], [5.304399999999999,7.8956], 3.0, 1.0","survey_year, quarter, region, num_employees, company_founding_year, ai_adoption_stage, years_using_ai, ai_projects_active, ai_budget_percentage, ai_failure_rate, regulatory_compliance_score, data_privacy_level, ai_ethics_committee, employee_satisfaction_score, time_saved_per_week, reskilled_employees, revenue_growth_percent, cost_reduction_percent, customer_satisfaction, survey_source, data_collection_method",2.0,0.1,1.0,1,1.0,4959,4959,0.525,0.00048566731389585355,0,0
"2026.0, 2.0, 3.0, [-6715.835000000001,6837.835000000001], [-1422.71005,1474.01005], [2000.0,2016.0], [4.88,17.12], [1.3152,15.1248], [21.21725,42.78275], [-175351.5976,244478.35760000002], [62.43,81.57], 2.0, 0.0, [3.5279999999999996,7.452000000000001], [1.043499999999999,10.976500000000001], [-468.41999999999996,474.41999999999996], [3.87735,12.26265], [1.2110499999999993,9.888950000000001], [5.304399999999999,7.8956], 3.0, 1.0","survey_year, quarter, region, num_employees, annual_revenue_usd_millions, company_founding_year, ai_projects_active, ai_budget_percentage, ai_failure_rate, ai_investment_per_employee, regulatory_compliance_score, data_privacy_level, ai_ethics_committee, employee_satisfaction_score, time_saved_per_week, reskilled_employees, revenue_growth_percent, cost_reduction_percent, customer_satisfaction, survey_source, data_collection_method",2.0,0.1,1.0,1,1.0,4959,4959,0.525,0.00048566731389585355,0,0
"2.0, [1.8950000000000005,16.105], [-2020.0514500000002,2075.31145], [1981.12,2002.88], [21.575000000000003,46.425], 3.0, 4.0, 2.0, [15.0047,38.9553], [1.3092000000000006,17.3108], [0.29075,0.48325], [16.064899999999998,40.3751], [-84395.2536,452054.1336], [69.56,90.44], [51.445,82.555], [3.7735,7.8065], [-3.0149999999999997,6.015], [-199.745,201.745], [-4.3971,11.357099999999999], [-1.4256000000000002,11.325600000000001], [42.56,65.44], [4.1108,8.0292], 1.0","quarter, country, annual_revenue_usd_millions, company_founding_year, company_age, ai_adoption_stage, ai_primary_tool, ai_use_case, ai_training_hours, ai_budget_percentage, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, regulatory_compliance_score, ai_risk_management_score, employee_satisfaction_score, time_saved_per_week, jobs_created, revenue_growth_percent, cost_reduction_percent, innovation_score, customer_satisfaction, data_collection_method",1.0,1.0,1.0,1,1.0,4960,4960,0.575,0.00048566731389585355,1,1
"2026.0, [18.23,25.77], 0.0, 6.0, [8.924999999999999,33.075], 2.0, [-0.018950000000000022,0.49695], [21.3327,45.53065], [-134708.4916,329384.98120000004], [-9.455000000000009,58.935], [0.6687499999999993,10.45125], [-264.69,332.69], [-2.1025,10.6025], [-1.2530000000000001,9.373]","survey_year, country, region, industry, company_age, num_ai_tools_used, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, remote_work_percentage, time_saved_per_week, jobs_displaced, revenue_growth_percent, cost_reduction_percent",1.0,0.05020576131687243,0.6666666666666666,1,3.68,4961,4961,0.35,0.001787255715136741,0,0
"1.0, [-1686.3680000000004,2309.108], [1997.96,2012.04], 0.0, [-3.76,7.76], [3.423999999999999,11.5552], [-0.011250000000000038,0.5714], [24.74935,31.5273], [-238162.9212,168502.0316], 0.0, [-240.22500000000002,280.225], [53.28,64.72], 0.0","company_size, annual_revenue_usd_millions, company_founding_year, ai_primary_tool, ai_projects_active, ai_budget_percentage, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, ai_ethics_committee, jobs_created, innovation_score, survey_source",1.0,0.05020576131687243,0.6666666666666666,1,4.0,4961,4961,0.325,0.0019426692555834142,0,0
